"","replicate","U_x","U_y","k"
"991",1,0.3,0.6,1
"992",2,0.3,0.6,1
"993",3,0.3,0.6,1
"994",4,0.3,0.6,1
"995",5,0.3,0.6,1
"996",6,0.3,0.6,1
"997",7,0.3,0.6,1
"998",8,0.3,0.6,1
"999",9,0.3,0.6,1
"1000",10,0.3,0.6,1
"1001",1,0.3,0.7,1
"1002",2,0.3,0.7,1
"1003",3,0.3,0.7,1
"1004",4,0.3,0.7,1
"1005",5,0.3,0.7,1
"1006",6,0.3,0.7,1
"1007",7,0.3,0.7,1
"1008",8,0.3,0.7,1
"1009",9,0.3,0.7,1
"1010",10,0.3,0.7,1
"1011",1,0.3,0.8,1
"1012",2,0.3,0.8,1
"1013",3,0.3,0.8,1
"1014",4,0.3,0.8,1
"1015",5,0.3,0.8,1
"1016",6,0.3,0.8,1
"1017",7,0.3,0.8,1
"1018",8,0.3,0.8,1
"1019",9,0.3,0.8,1
"1020",10,0.3,0.8,1
"1021",1,0.3,0.9,1
"1022",2,0.3,0.9,1
"1023",3,0.3,0.9,1
"1024",4,0.3,0.9,1
"1025",5,0.3,0.9,1
"1026",6,0.3,0.9,1
"1027",7,0.3,0.9,1
"1028",8,0.3,0.9,1
"1029",9,0.3,0.9,1
"1030",10,0.3,0.9,1
"1031",1,0.3,1,1
"1032",2,0.3,1,1
"1033",3,0.3,1,1
"1034",4,0.3,1,1
"1035",5,0.3,1,1
"1036",6,0.3,1,1
"1037",7,0.3,1,1
"1038",8,0.3,1,1
"1039",9,0.3,1,1
"1040",10,0.3,1,1
"1041",1,0.3,1.1,1
"1042",2,0.3,1.1,1
"1043",3,0.3,1.1,1
"1044",4,0.3,1.1,1
"1045",5,0.3,1.1,1
"1046",6,0.3,1.1,1
"1047",7,0.3,1.1,1
"1048",8,0.3,1.1,1
"1049",9,0.3,1.1,1
"1050",10,0.3,1.1,1
"1051",1,0.3,1.2,1
"1052",2,0.3,1.2,1
"1053",3,0.3,1.2,1
"1054",4,0.3,1.2,1
"1055",5,0.3,1.2,1
"1056",6,0.3,1.2,1
"1057",7,0.3,1.2,1
"1058",8,0.3,1.2,1
"1059",9,0.3,1.2,1
"1060",10,0.3,1.2,1
"1061",1,0.3,1.3,1
"1062",2,0.3,1.3,1
"1063",3,0.3,1.3,1
"1064",4,0.3,1.3,1
"1065",5,0.3,1.3,1
"1066",6,0.3,1.3,1
"1067",7,0.3,1.3,1
"1068",8,0.3,1.3,1
"1069",9,0.3,1.3,1
"1070",10,0.3,1.3,1
"1071",1,0.3,1.4,1
"1072",2,0.3,1.4,1
"1073",3,0.3,1.4,1
"1074",4,0.3,1.4,1
"1075",5,0.3,1.4,1
"1076",6,0.3,1.4,1
"1077",7,0.3,1.4,1
"1078",8,0.3,1.4,1
"1079",9,0.3,1.4,1
"1080",10,0.3,1.4,1
"1081",1,0.3,1.5,1
"1082",2,0.3,1.5,1
"1083",3,0.3,1.5,1
"1084",4,0.3,1.5,1
"1085",5,0.3,1.5,1
"1086",6,0.3,1.5,1
"1087",7,0.3,1.5,1
"1088",8,0.3,1.5,1
"1089",9,0.3,1.5,1
"1090",10,0.3,1.5,1
"1091",1,0.3,1.6,1
"1092",2,0.3,1.6,1
"1093",3,0.3,1.6,1
"1094",4,0.3,1.6,1
"1095",5,0.3,1.6,1
"1096",6,0.3,1.6,1
"1097",7,0.3,1.6,1
"1098",8,0.3,1.6,1
"1099",9,0.3,1.6,1
"1100",10,0.3,1.6,1
"1101",1,0.3,1.7,1
"1102",2,0.3,1.7,1
"1103",3,0.3,1.7,1
"1104",4,0.3,1.7,1
"1105",5,0.3,1.7,1
"1106",6,0.3,1.7,1
"1107",7,0.3,1.7,1
"1108",8,0.3,1.7,1
"1109",9,0.3,1.7,1
"1110",10,0.3,1.7,1
"1111",1,0.3,1.8,1
"1112",2,0.3,1.8,1
"1113",3,0.3,1.8,1
"1114",4,0.3,1.8,1
"1115",5,0.3,1.8,1
"1116",6,0.3,1.8,1
"1117",7,0.3,1.8,1
"1118",8,0.3,1.8,1
"1119",9,0.3,1.8,1
"1120",10,0.3,1.8,1
"1121",1,0.3,1.9,1
"1122",2,0.3,1.9,1
"1123",3,0.3,1.9,1
"1124",4,0.3,1.9,1
"1125",5,0.3,1.9,1
"1126",6,0.3,1.9,1
"1127",7,0.3,1.9,1
"1128",8,0.3,1.9,1
"1129",9,0.3,1.9,1
"1130",10,0.3,1.9,1
"1131",1,0.3,2,1
"1132",2,0.3,2,1
"1133",3,0.3,2,1
"1134",4,0.3,2,1
"1135",5,0.3,2,1
"1136",6,0.3,2,1
"1137",7,0.3,2,1
"1138",8,0.3,2,1
"1139",9,0.3,2,1
"1140",10,0.3,2,1
"1141",1,0.3,2.1,1
"1142",2,0.3,2.1,1
"1143",3,0.3,2.1,1
"1144",4,0.3,2.1,1
"1145",5,0.3,2.1,1
"1146",6,0.3,2.1,1
"1147",7,0.3,2.1,1
"1148",8,0.3,2.1,1
"1149",9,0.3,2.1,1
"1150",10,0.3,2.1,1
"1151",1,0.3,2.2,1
"1152",2,0.3,2.2,1
"1153",3,0.3,2.2,1
"1154",4,0.3,2.2,1
"1155",5,0.3,2.2,1
"1156",6,0.3,2.2,1
"1157",7,0.3,2.2,1
"1158",8,0.3,2.2,1
"1159",9,0.3,2.2,1
"1160",10,0.3,2.2,1
"1161",1,0.3,2.3,1
"1162",2,0.3,2.3,1
"1163",3,0.3,2.3,1
"1164",4,0.3,2.3,1
"1165",5,0.3,2.3,1
"1166",6,0.3,2.3,1
"1167",7,0.3,2.3,1
"1168",8,0.3,2.3,1
"1169",9,0.3,2.3,1
"1170",10,0.3,2.3,1
"1171",1,0.3,2.4,1
"1172",2,0.3,2.4,1
"1173",3,0.3,2.4,1
"1174",4,0.3,2.4,1
"1175",5,0.3,2.4,1
"1176",6,0.3,2.4,1
"1177",7,0.3,2.4,1
"1178",8,0.3,2.4,1
"1179",9,0.3,2.4,1
"1180",10,0.3,2.4,1
"1181",1,0.3,2.5,1
"1182",2,0.3,2.5,1
"1183",3,0.3,2.5,1
"1184",4,0.3,2.5,1
"1185",5,0.3,2.5,1
"1186",6,0.3,2.5,1
"1187",7,0.3,2.5,1
"1188",8,0.3,2.5,1
"1189",9,0.3,2.5,1
"1190",10,0.3,2.5,1
"1191",1,0.3,2.6,1
"1192",2,0.3,2.6,1
"1193",3,0.3,2.6,1
"1194",4,0.3,2.6,1
"1195",5,0.3,2.6,1
"1196",6,0.3,2.6,1
"1197",7,0.3,2.6,1
"1198",8,0.3,2.6,1
"1199",9,0.3,2.6,1
"1200",10,0.3,2.6,1
"1201",1,0.3,2.7,1
"1202",2,0.3,2.7,1
"1203",3,0.3,2.7,1
"1204",4,0.3,2.7,1
"1205",5,0.3,2.7,1
"1206",6,0.3,2.7,1
"1207",7,0.3,2.7,1
"1208",8,0.3,2.7,1
"1209",9,0.3,2.7,1
"1210",10,0.3,2.7,1
"1211",1,0.3,2.8,1
"1212",2,0.3,2.8,1
"1213",3,0.3,2.8,1
"1214",4,0.3,2.8,1
"1215",5,0.3,2.8,1
"1216",6,0.3,2.8,1
"1217",7,0.3,2.8,1
"1218",8,0.3,2.8,1
"1219",9,0.3,2.8,1
"1220",10,0.3,2.8,1
"1221",1,0.3,2.9,1
"1222",2,0.3,2.9,1
"1223",3,0.3,2.9,1
"1224",4,0.3,2.9,1
"1225",5,0.3,2.9,1
"1226",6,0.3,2.9,1
"1227",7,0.3,2.9,1
"1228",8,0.3,2.9,1
"1229",9,0.3,2.9,1
"1230",10,0.3,2.9,1
"1231",1,0.3,3,1
"1232",2,0.3,3,1
"1233",3,0.3,3,1
"1234",4,0.3,3,1
"1235",5,0.3,3,1
"1236",6,0.3,3,1
"1237",7,0.3,3,1
"1238",8,0.3,3,1
"1239",9,0.3,3,1
"1240",10,0.3,3,1
"1241",1,0.4,0,1
"1242",2,0.4,0,1
"1243",3,0.4,0,1
"1244",4,0.4,0,1
"1245",5,0.4,0,1
"1246",6,0.4,0,1
"1247",7,0.4,0,1
"1248",8,0.4,0,1
"1249",9,0.4,0,1
"1250",10,0.4,0,1
"1251",1,0.4,0.1,1
"1252",2,0.4,0.1,1
"1253",3,0.4,0.1,1
"1254",4,0.4,0.1,1
"1255",5,0.4,0.1,1
"1256",6,0.4,0.1,1
"1257",7,0.4,0.1,1
"1258",8,0.4,0.1,1
"1259",9,0.4,0.1,1
"1260",10,0.4,0.1,1
"1261",1,0.4,0.2,1
"1262",2,0.4,0.2,1
"1263",3,0.4,0.2,1
"1264",4,0.4,0.2,1
"1265",5,0.4,0.2,1
"1266",6,0.4,0.2,1
"1267",7,0.4,0.2,1
"1268",8,0.4,0.2,1
"1269",9,0.4,0.2,1
"1270",10,0.4,0.2,1
"1271",1,0.4,0.3,1
"1272",2,0.4,0.3,1
"1273",3,0.4,0.3,1
"1274",4,0.4,0.3,1
"1275",5,0.4,0.3,1
"1276",6,0.4,0.3,1
"1277",7,0.4,0.3,1
"1278",8,0.4,0.3,1
"1279",9,0.4,0.3,1
"1280",10,0.4,0.3,1
"1281",1,0.4,0.4,1
"1282",2,0.4,0.4,1
"1283",3,0.4,0.4,1
"1284",4,0.4,0.4,1
"1285",5,0.4,0.4,1
"1286",6,0.4,0.4,1
"1287",7,0.4,0.4,1
"1288",8,0.4,0.4,1
"1289",9,0.4,0.4,1
"1290",10,0.4,0.4,1
"1291",1,0.4,0.5,1
"1292",2,0.4,0.5,1
"1293",3,0.4,0.5,1
"1294",4,0.4,0.5,1
"1295",5,0.4,0.5,1
"1296",6,0.4,0.5,1
"1297",7,0.4,0.5,1
"1298",8,0.4,0.5,1
"1299",9,0.4,0.5,1
"1300",10,0.4,0.5,1
"1301",1,0.4,0.6,1
"1302",2,0.4,0.6,1
"1303",3,0.4,0.6,1
"1304",4,0.4,0.6,1
"1305",5,0.4,0.6,1
"1306",6,0.4,0.6,1
"1307",7,0.4,0.6,1
"1308",8,0.4,0.6,1
"1309",9,0.4,0.6,1
"1310",10,0.4,0.6,1
"1311",1,0.4,0.7,1
"1312",2,0.4,0.7,1
"1313",3,0.4,0.7,1
"1314",4,0.4,0.7,1
"1315",5,0.4,0.7,1
"1316",6,0.4,0.7,1
"1317",7,0.4,0.7,1
"1318",8,0.4,0.7,1
"1319",9,0.4,0.7,1
"1320",10,0.4,0.7,1
"1321",1,0.4,0.8,1
"1322",2,0.4,0.8,1
"1323",3,0.4,0.8,1
"1324",4,0.4,0.8,1
"1325",5,0.4,0.8,1
"1326",6,0.4,0.8,1
"1327",7,0.4,0.8,1
"1328",8,0.4,0.8,1
"1329",9,0.4,0.8,1
"1330",10,0.4,0.8,1
"1331",1,0.4,0.9,1
"1332",2,0.4,0.9,1
"1333",3,0.4,0.9,1
"1334",4,0.4,0.9,1
"1335",5,0.4,0.9,1
"1336",6,0.4,0.9,1
"1337",7,0.4,0.9,1
"1338",8,0.4,0.9,1
"1339",9,0.4,0.9,1
"1340",10,0.4,0.9,1
"1341",1,0.4,1,1
"1342",2,0.4,1,1
"1343",3,0.4,1,1
"1344",4,0.4,1,1
"1345",5,0.4,1,1
"1346",6,0.4,1,1
"1347",7,0.4,1,1
"1348",8,0.4,1,1
"1349",9,0.4,1,1
"1350",10,0.4,1,1
"1351",1,0.4,1.1,1
"1352",2,0.4,1.1,1
"1353",3,0.4,1.1,1
"1354",4,0.4,1.1,1
"1355",5,0.4,1.1,1
"1356",6,0.4,1.1,1
"1357",7,0.4,1.1,1
"1358",8,0.4,1.1,1
"1359",9,0.4,1.1,1
"1360",10,0.4,1.1,1
"1361",1,0.4,1.2,1
"1362",2,0.4,1.2,1
"1363",3,0.4,1.2,1
"1364",4,0.4,1.2,1
"1365",5,0.4,1.2,1
"1366",6,0.4,1.2,1
"1367",7,0.4,1.2,1
"1368",8,0.4,1.2,1
"1369",9,0.4,1.2,1
"1370",10,0.4,1.2,1
"1371",1,0.4,1.3,1
"1372",2,0.4,1.3,1
"1373",3,0.4,1.3,1
"1374",4,0.4,1.3,1
"1375",5,0.4,1.3,1
"1376",6,0.4,1.3,1
"1377",7,0.4,1.3,1
"1378",8,0.4,1.3,1
"1379",9,0.4,1.3,1
"1380",10,0.4,1.3,1
"1381",1,0.4,1.4,1
"1382",2,0.4,1.4,1
"1383",3,0.4,1.4,1
"1384",4,0.4,1.4,1
"1385",5,0.4,1.4,1
"1386",6,0.4,1.4,1
"1387",7,0.4,1.4,1
"1388",8,0.4,1.4,1
"1389",9,0.4,1.4,1
"1390",10,0.4,1.4,1
"1391",1,0.4,1.5,1
"1392",2,0.4,1.5,1
"1393",3,0.4,1.5,1
"1394",4,0.4,1.5,1
"1395",5,0.4,1.5,1
"1396",6,0.4,1.5,1
"1397",7,0.4,1.5,1
"1398",8,0.4,1.5,1
"1399",9,0.4,1.5,1
"1400",10,0.4,1.5,1
"1401",1,0.4,1.6,1
"1402",2,0.4,1.6,1
"1403",3,0.4,1.6,1
"1404",4,0.4,1.6,1
"1405",5,0.4,1.6,1
"1406",6,0.4,1.6,1
"1407",7,0.4,1.6,1
"1408",8,0.4,1.6,1
"1409",9,0.4,1.6,1
"1410",10,0.4,1.6,1
"1411",1,0.4,1.7,1
"1412",2,0.4,1.7,1
"1413",3,0.4,1.7,1
"1414",4,0.4,1.7,1
"1415",5,0.4,1.7,1
"1416",6,0.4,1.7,1
"1417",7,0.4,1.7,1
"1418",8,0.4,1.7,1
"1419",9,0.4,1.7,1
"1420",10,0.4,1.7,1
"1421",1,0.4,1.8,1
"1422",2,0.4,1.8,1
"1423",3,0.4,1.8,1
"1424",4,0.4,1.8,1
"1425",5,0.4,1.8,1
"1426",6,0.4,1.8,1
"1427",7,0.4,1.8,1
"1428",8,0.4,1.8,1
"1429",9,0.4,1.8,1
"1430",10,0.4,1.8,1
"1431",1,0.4,1.9,1
"1432",2,0.4,1.9,1
"1433",3,0.4,1.9,1
"1434",4,0.4,1.9,1
"1435",5,0.4,1.9,1
"1436",6,0.4,1.9,1
"1437",7,0.4,1.9,1
"1438",8,0.4,1.9,1
"1439",9,0.4,1.9,1
"1440",10,0.4,1.9,1
"1441",1,0.4,2,1
"1442",2,0.4,2,1
"1443",3,0.4,2,1
"1444",4,0.4,2,1
"1445",5,0.4,2,1
"1446",6,0.4,2,1
"1447",7,0.4,2,1
"1448",8,0.4,2,1
"1449",9,0.4,2,1
"1450",10,0.4,2,1
"1451",1,0.4,2.1,1
"1452",2,0.4,2.1,1
"1453",3,0.4,2.1,1
"1454",4,0.4,2.1,1
"1455",5,0.4,2.1,1
"1456",6,0.4,2.1,1
"1457",7,0.4,2.1,1
"1458",8,0.4,2.1,1
"1459",9,0.4,2.1,1
"1460",10,0.4,2.1,1
"1461",1,0.4,2.2,1
"1462",2,0.4,2.2,1
"1463",3,0.4,2.2,1
"1464",4,0.4,2.2,1
"1465",5,0.4,2.2,1
"1466",6,0.4,2.2,1
"1467",7,0.4,2.2,1
"1468",8,0.4,2.2,1
"1469",9,0.4,2.2,1
"1470",10,0.4,2.2,1
"1471",1,0.4,2.3,1
"1472",2,0.4,2.3,1
"1473",3,0.4,2.3,1
"1474",4,0.4,2.3,1
"1475",5,0.4,2.3,1
"1476",6,0.4,2.3,1
"1477",7,0.4,2.3,1
"1478",8,0.4,2.3,1
"1479",9,0.4,2.3,1
"1480",10,0.4,2.3,1
"1481",1,0.4,2.4,1
"1482",2,0.4,2.4,1
"1483",3,0.4,2.4,1
"1484",4,0.4,2.4,1
"1485",5,0.4,2.4,1
"1486",6,0.4,2.4,1
"1487",7,0.4,2.4,1
"1488",8,0.4,2.4,1
"1489",9,0.4,2.4,1
"1490",10,0.4,2.4,1
"1491",1,0.4,2.5,1
"1492",2,0.4,2.5,1
"1493",3,0.4,2.5,1
"1494",4,0.4,2.5,1
"1495",5,0.4,2.5,1
"1496",6,0.4,2.5,1
"1497",7,0.4,2.5,1
"1498",8,0.4,2.5,1
"1499",9,0.4,2.5,1
"1500",10,0.4,2.5,1
"1501",1,0.4,2.6,1
"1502",2,0.4,2.6,1
"1503",3,0.4,2.6,1
"1504",4,0.4,2.6,1
"1505",5,0.4,2.6,1
"1506",6,0.4,2.6,1
"1507",7,0.4,2.6,1
"1508",8,0.4,2.6,1
"1509",9,0.4,2.6,1
"1510",10,0.4,2.6,1
"1511",1,0.4,2.7,1
"1512",2,0.4,2.7,1
"1513",3,0.4,2.7,1
"1514",4,0.4,2.7,1
"1515",5,0.4,2.7,1
"1516",6,0.4,2.7,1
"1517",7,0.4,2.7,1
"1518",8,0.4,2.7,1
"1519",9,0.4,2.7,1
"1520",10,0.4,2.7,1
"1521",1,0.4,2.8,1
"1522",2,0.4,2.8,1
"1523",3,0.4,2.8,1
"1524",4,0.4,2.8,1
"1525",5,0.4,2.8,1
"1526",6,0.4,2.8,1
"1527",7,0.4,2.8,1
"1528",8,0.4,2.8,1
"1529",9,0.4,2.8,1
"1530",10,0.4,2.8,1
"1531",1,0.4,2.9,1
"1532",2,0.4,2.9,1
"1533",3,0.4,2.9,1
"1534",4,0.4,2.9,1
"1535",5,0.4,2.9,1
"1536",6,0.4,2.9,1
"1537",7,0.4,2.9,1
"1538",8,0.4,2.9,1
"1539",9,0.4,2.9,1
"1540",10,0.4,2.9,1
"1541",1,0.4,3,1
"1542",2,0.4,3,1
"1543",3,0.4,3,1
"1544",4,0.4,3,1
"1545",5,0.4,3,1
"1546",6,0.4,3,1
"1547",7,0.4,3,1
"1548",8,0.4,3,1
"1549",9,0.4,3,1
"1550",10,0.4,3,1
"1551",1,0.5,0,1
"1552",2,0.5,0,1
"1553",3,0.5,0,1
"1554",4,0.5,0,1
"1555",5,0.5,0,1
"1556",6,0.5,0,1
"1557",7,0.5,0,1
"1558",8,0.5,0,1
"1559",9,0.5,0,1
"1560",10,0.5,0,1
"1561",1,0.5,0.1,1
"1562",2,0.5,0.1,1
"1563",3,0.5,0.1,1
"1564",4,0.5,0.1,1
"1565",5,0.5,0.1,1
"1566",6,0.5,0.1,1
"1567",7,0.5,0.1,1
"1568",8,0.5,0.1,1
"1569",9,0.5,0.1,1
"1570",10,0.5,0.1,1
"1571",1,0.5,0.2,1
"1572",2,0.5,0.2,1
"1573",3,0.5,0.2,1
"1574",4,0.5,0.2,1
"1575",5,0.5,0.2,1
"1576",6,0.5,0.2,1
"1577",7,0.5,0.2,1
"1578",8,0.5,0.2,1
"1579",9,0.5,0.2,1
"1580",10,0.5,0.2,1
"1581",1,0.5,0.3,1
"1582",2,0.5,0.3,1
"1583",3,0.5,0.3,1
"1584",4,0.5,0.3,1
"1585",5,0.5,0.3,1
"1586",6,0.5,0.3,1
"1587",7,0.5,0.3,1
"1588",8,0.5,0.3,1
"1589",9,0.5,0.3,1
"1590",10,0.5,0.3,1
"1591",1,0.5,0.4,1
"1592",2,0.5,0.4,1
"1593",3,0.5,0.4,1
"1594",4,0.5,0.4,1
"1595",5,0.5,0.4,1
"1596",6,0.5,0.4,1
"1597",7,0.5,0.4,1
"1598",8,0.5,0.4,1
"1599",9,0.5,0.4,1
"1600",10,0.5,0.4,1
"1601",1,0.5,0.5,1
"1602",2,0.5,0.5,1
"1603",3,0.5,0.5,1
"1604",4,0.5,0.5,1
"1605",5,0.5,0.5,1
"1606",6,0.5,0.5,1
"1607",7,0.5,0.5,1
"1608",8,0.5,0.5,1
"1609",9,0.5,0.5,1
"1610",10,0.5,0.5,1
"1611",1,0.5,0.6,1
"1612",2,0.5,0.6,1
"1613",3,0.5,0.6,1
"1614",4,0.5,0.6,1
"1615",5,0.5,0.6,1
"1616",6,0.5,0.6,1
"1617",7,0.5,0.6,1
"1618",8,0.5,0.6,1
"1619",9,0.5,0.6,1
"1620",10,0.5,0.6,1
"1621",1,0.5,0.7,1
"1622",2,0.5,0.7,1
"1623",3,0.5,0.7,1
"1624",4,0.5,0.7,1
"1625",5,0.5,0.7,1
"1626",6,0.5,0.7,1
"1627",7,0.5,0.7,1
"1628",8,0.5,0.7,1
"1629",9,0.5,0.7,1
"1630",10,0.5,0.7,1
"1631",1,0.5,0.8,1
"1632",2,0.5,0.8,1
"1633",3,0.5,0.8,1
"1634",4,0.5,0.8,1
"1635",5,0.5,0.8,1
"1636",6,0.5,0.8,1
"1637",7,0.5,0.8,1
"1638",8,0.5,0.8,1
"1639",9,0.5,0.8,1
"1640",10,0.5,0.8,1
"1641",1,0.5,0.9,1
"1642",2,0.5,0.9,1
"1643",3,0.5,0.9,1
"1644",4,0.5,0.9,1
"1645",5,0.5,0.9,1
"1646",6,0.5,0.9,1
"1647",7,0.5,0.9,1
"1648",8,0.5,0.9,1
"1649",9,0.5,0.9,1
"1650",10,0.5,0.9,1
"1651",1,0.5,1,1
"1652",2,0.5,1,1
"1653",3,0.5,1,1
"1654",4,0.5,1,1
"1655",5,0.5,1,1
"1656",6,0.5,1,1
"1657",7,0.5,1,1
"1658",8,0.5,1,1
"1659",9,0.5,1,1
"1660",10,0.5,1,1
"1661",1,0.5,1.1,1
"1662",2,0.5,1.1,1
"1663",3,0.5,1.1,1
"1664",4,0.5,1.1,1
"1665",5,0.5,1.1,1
"1666",6,0.5,1.1,1
"1667",7,0.5,1.1,1
"1668",8,0.5,1.1,1
"1669",9,0.5,1.1,1
"1670",10,0.5,1.1,1
"1671",1,0.5,1.2,1
"1672",2,0.5,1.2,1
"1673",3,0.5,1.2,1
"1674",4,0.5,1.2,1
"1675",5,0.5,1.2,1
"1676",6,0.5,1.2,1
"1677",7,0.5,1.2,1
"1678",8,0.5,1.2,1
"1679",9,0.5,1.2,1
"1680",10,0.5,1.2,1
"1681",1,0.5,1.3,1
"1682",2,0.5,1.3,1
"1683",3,0.5,1.3,1
"1684",4,0.5,1.3,1
"1685",5,0.5,1.3,1
"1686",6,0.5,1.3,1
"1687",7,0.5,1.3,1
"1688",8,0.5,1.3,1
"1689",9,0.5,1.3,1
"1690",10,0.5,1.3,1
"1691",1,0.5,1.4,1
"1692",2,0.5,1.4,1
"1693",3,0.5,1.4,1
"1694",4,0.5,1.4,1
"1695",5,0.5,1.4,1
"1696",6,0.5,1.4,1
"1697",7,0.5,1.4,1
"1698",8,0.5,1.4,1
"1699",9,0.5,1.4,1
"1700",10,0.5,1.4,1
"1701",1,0.5,1.5,1
"1702",2,0.5,1.5,1
"1703",3,0.5,1.5,1
"1704",4,0.5,1.5,1
"1705",5,0.5,1.5,1
"1706",6,0.5,1.5,1
"1707",7,0.5,1.5,1
"1708",8,0.5,1.5,1
"1709",9,0.5,1.5,1
"1710",10,0.5,1.5,1
"1711",1,0.5,1.6,1
"1712",2,0.5,1.6,1
"1713",3,0.5,1.6,1
"1714",4,0.5,1.6,1
"1715",5,0.5,1.6,1
"1716",6,0.5,1.6,1
"1717",7,0.5,1.6,1
"1718",8,0.5,1.6,1
"1719",9,0.5,1.6,1
"1720",10,0.5,1.6,1
"1721",1,0.5,1.7,1
"1722",2,0.5,1.7,1
"1723",3,0.5,1.7,1
"1724",4,0.5,1.7,1
"1725",5,0.5,1.7,1
"1726",6,0.5,1.7,1
"1727",7,0.5,1.7,1
"1728",8,0.5,1.7,1
"1729",9,0.5,1.7,1
"1730",10,0.5,1.7,1
"1731",1,0.5,1.8,1
"1732",2,0.5,1.8,1
"1733",3,0.5,1.8,1
"1734",4,0.5,1.8,1
"1735",5,0.5,1.8,1
"1736",6,0.5,1.8,1
"1737",7,0.5,1.8,1
"1738",8,0.5,1.8,1
"1739",9,0.5,1.8,1
"1740",10,0.5,1.8,1
"1741",1,0.5,1.9,1
"1742",2,0.5,1.9,1
"1743",3,0.5,1.9,1
"1744",4,0.5,1.9,1
"1745",5,0.5,1.9,1
"1746",6,0.5,1.9,1
"1747",7,0.5,1.9,1
"1748",8,0.5,1.9,1
"1749",9,0.5,1.9,1
"1750",10,0.5,1.9,1
"1751",1,0.5,2,1
"1752",2,0.5,2,1
"1753",3,0.5,2,1
"1754",4,0.5,2,1
"1755",5,0.5,2,1
"1756",6,0.5,2,1
"1757",7,0.5,2,1
"1758",8,0.5,2,1
"1759",9,0.5,2,1
"1760",10,0.5,2,1
"1761",1,0.5,2.1,1
"1762",2,0.5,2.1,1
"1763",3,0.5,2.1,1
"1764",4,0.5,2.1,1
"1765",5,0.5,2.1,1
"1766",6,0.5,2.1,1
"1767",7,0.5,2.1,1
"1768",8,0.5,2.1,1
"1769",9,0.5,2.1,1
"1770",10,0.5,2.1,1
"1771",1,0.5,2.2,1
"1772",2,0.5,2.2,1
"1773",3,0.5,2.2,1
"1774",4,0.5,2.2,1
"1775",5,0.5,2.2,1
"1776",6,0.5,2.2,1
"1777",7,0.5,2.2,1
"1778",8,0.5,2.2,1
"1779",9,0.5,2.2,1
"1780",10,0.5,2.2,1
"1781",1,0.5,2.3,1
"1782",2,0.5,2.3,1
"1783",3,0.5,2.3,1
"1784",4,0.5,2.3,1
"1785",5,0.5,2.3,1
"1786",6,0.5,2.3,1
"1787",7,0.5,2.3,1
"1788",8,0.5,2.3,1
"1789",9,0.5,2.3,1
"1790",10,0.5,2.3,1
"1791",1,0.5,2.4,1
"1792",2,0.5,2.4,1
"1793",3,0.5,2.4,1
"1794",4,0.5,2.4,1
"1795",5,0.5,2.4,1
"1796",6,0.5,2.4,1
"1797",7,0.5,2.4,1
"1798",8,0.5,2.4,1
"1799",9,0.5,2.4,1
"1800",10,0.5,2.4,1
"1801",1,0.5,2.5,1
"1802",2,0.5,2.5,1
"1803",3,0.5,2.5,1
"1804",4,0.5,2.5,1
"1805",5,0.5,2.5,1
"1806",6,0.5,2.5,1
"1807",7,0.5,2.5,1
"1808",8,0.5,2.5,1
"1809",9,0.5,2.5,1
"1810",10,0.5,2.5,1
"1811",1,0.5,2.6,1
"1812",2,0.5,2.6,1
"1813",3,0.5,2.6,1
"1814",4,0.5,2.6,1
"1815",5,0.5,2.6,1
"1816",6,0.5,2.6,1
"1817",7,0.5,2.6,1
"1818",8,0.5,2.6,1
"1819",9,0.5,2.6,1
"1820",10,0.5,2.6,1
"1821",1,0.5,2.7,1
"1822",2,0.5,2.7,1
"1823",3,0.5,2.7,1
"1824",4,0.5,2.7,1
"1825",5,0.5,2.7,1
"1826",6,0.5,2.7,1
"1827",7,0.5,2.7,1
"1828",8,0.5,2.7,1
"1829",9,0.5,2.7,1
"1830",10,0.5,2.7,1
"1831",1,0.5,2.8,1
"1832",2,0.5,2.8,1
"1833",3,0.5,2.8,1
"1834",4,0.5,2.8,1
"1835",5,0.5,2.8,1
"1836",6,0.5,2.8,1
"1837",7,0.5,2.8,1
"1838",8,0.5,2.8,1
"1839",9,0.5,2.8,1
"1840",10,0.5,2.8,1
"1841",1,0.5,2.9,1
"1842",2,0.5,2.9,1
"1843",3,0.5,2.9,1
"1844",4,0.5,2.9,1
"1845",5,0.5,2.9,1
"1846",6,0.5,2.9,1
"1847",7,0.5,2.9,1
"1848",8,0.5,2.9,1
"1849",9,0.5,2.9,1
"1850",10,0.5,2.9,1
"1851",1,0.5,3,1
"1852",2,0.5,3,1
"1853",3,0.5,3,1
"1854",4,0.5,3,1
"1855",5,0.5,3,1
"1856",6,0.5,3,1
"1857",7,0.5,3,1
"1858",8,0.5,3,1
"1859",9,0.5,3,1
"1860",10,0.5,3,1
"1861",1,0.6,0,1
"1862",2,0.6,0,1
"1863",3,0.6,0,1
"1864",4,0.6,0,1
"1865",5,0.6,0,1
"1866",6,0.6,0,1
"1867",7,0.6,0,1
"1868",8,0.6,0,1
"1869",9,0.6,0,1
"1870",10,0.6,0,1
"1871",1,0.6,0.1,1
"1872",2,0.6,0.1,1
"1873",3,0.6,0.1,1
"1874",4,0.6,0.1,1
"1875",5,0.6,0.1,1
"1876",6,0.6,0.1,1
"1877",7,0.6,0.1,1
"1878",8,0.6,0.1,1
"1879",9,0.6,0.1,1
